order_id,customer_id,amount,currency,created_at,status
ORD-000196,CUST-0047,49999.00,INR,2026-08-23T12:32:00+00:00,COMPLETED
ORD-000197,CUST-0048,7500.00,INR,2026-08-05T15:49:00+00:00,COMPLETED
ORD-000198,CUST-0049,14999.00,INR,2026-08-12T18:06:00+00:00,COMPLETED
ORD-000199,CUST-0050,2999.00,INR,2026-08-19T21:23:00+00:00,COMPLETED
ORD-000200,CUST-0051,14999.00,INR,2026-08-01T00:40:00+00:00,COMPLETED
ORD-000201,CUST-0052,2499.00,INR,2026-08-08T03:57:00+00:00,COMPLETED
ORD-000202,CUST-0053,25000.00,INR,2026-08-15T06:14:00+00:00,COMPLETED
ORD-000203,CUST-0054,9999.00,INR,2026-08-22T09:31:00+00:00,COMPLETED
ORD-000204,CUST-0055,49999.00,INR,2026-08-04T12:48:00+00:00,COMPLETED
ORD-000205,CUST-0056,49999.00,INR,2026-08-11T15:05:00+00:00,COMPLETED
ORD-000206,CUST-0057,2999.00,INR,2026-08-18T18:22:00+00:00,COMPLETED
ORD-000207,CUST-0058,2999.00,INR,2026-08-25T21:39:00+00:00,COMPLETED
ORD-000208,CUST-0059,1999.00,INR,2026-08-07T00:56:00+00:00,COMPLETED
ORD-000209,CUST-0060,14999.00,INR,2026-08-14T03:13:00+00:00,COMPLETED
ORD-000210,CUST-0061,2499.00,INR,2026-08-21T06:30:00+00:00,COMPLETED
ORD-000211,CUST-0062,25000.00,INR,2026-08-03T09:47:00+00:00,COMPLETED
ORD-000212,CUST-0063,3499.00,INR,2026-08-10T12:04:00+00:00,COMPLETED
ORD-000213,CUST-0064,2499.00,INR,2026-08-17T15:21:00+00:00,COMPLETED
ORD-000214,CUST-0065,49999.00,INR,2026-08-24T18:38:00+00:00,COMPLETED
ORD-000215,CUST-0066,4999.00,INR,2026-08-06T21:55:00+00:00,COMPLETED
ORD-000216,CUST-0067,2999.00,INR,2026-08-13T00:12:00+00:00,COMPLETED
ORD-000217,CUST-0068,2499.00,INR,2026-08-20T03:29:00+00:00,COMPLETED
ORD-000218,CUST-0069,4999.00,INR,2026-08-02T06:46:00+00:00,COMPLETED
ORD-000219,CUST-0070,1499.50,INR,2026-08-09T09:03:00+00:00,COMPLETED
ORD-000220,CUST-0071,49999.00,INR,2026-08-16T12:20:00+00:00,COMPLETED
ORD-000221,CUST-0072,3499.00,INR,2026-08-23T15:37:00+00:00,COMPLETED
ORD-000222,CUST-0073,3499.00,INR,2026-08-05T18:54:00+00:00,COMPLETED
ORD-000223,CUST-0074,1499.50,INR,2026-08-12T21:11:00+00:00,COMPLETED
ORD-000224,CUST-0075,1299.00,INR,2026-08-19T00:28:00+00:00,COMPLETED
ORD-000225,CUST-0076,499.00,INR,2026-08-01T03:45:00+00:00,COMPLETED
ORD-000226,CUST-0077,49999.00,INR,2026-08-08T06:02:00+00:00,COMPLETED
ORD-000227,CUST-0078,3499.00,INR,2026-08-15T09:19:00+00:00,COMPLETED
ORD-000228,CUST-0079,25000.00,INR,2026-08-22T12:36:00+00:00,COMPLETED
ORD-000229,CUST-0080,499.00,INR,2026-08-04T15:53:00+00:00,COMPLETED
ORD-000230,CUST-0081,999.00,INR,2026-08-11T18:10:00+00:00,COMPLETED
ORD-000231,CUST-0082,49999.00,INR,2026-08-18T21:27:00+00:00,COMPLETED
ORD-000232,CUST-0083,1299.00,INR,2026-08-25T00:44:00+00:00,COMPLETED
ORD-000233,CUST-0084,799.00,INR,2026-08-07T03:01:00+00:00,COMPLETED
ORD-000234,CUST-0085,14999.00,INR,2026-08-14T06:18:00+00:00,COMPLETED
ORD-000235,CUST-0086,9999.00,INR,2026-08-21T09:35:00+00:00,COMPLETED
ORD-000236,CUST-0087,3499.00,INR,2026-08-03T12:52:00+00:00,COMPLETED
ORD-000237,CUST-0088,499.00,INR,2026-08-10T15:09:00+00:00,COMPLETED
ORD-000238,CUST-0089,1999.00,INR,2026-08-17T18:26:00+00:00,COMPLETED
ORD-000239,CUST-0090,1499.50,INR,2026-08-24T21:43:00+00:00,COMPLETED
ORD-000240,CUST-0091,799.00,INR,2026-08-06T00:00:00+00:00,COMPLETED
ORD-000241,CUST-0092,14999.00,INR,2026-08-13T03:17:00+00:00,COMPLETED
ORD-000242,CUST-0093,3499.00,INR,2026-08-20T06:34:00+00:00,COMPLETED
ORD-000243,CUST-0094,3499.00,INR,2026-08-02T09:51:00+00:00,COMPLETED
ORD-000244,CUST-0095,799.00,INR,2026-08-09T12:08:00+00:00,COMPLETED
ORD-000245,CUST-0096,1999.00,INR,2026-08-16T15:25:00+00:00,COMPLETED
ORD-000246,CUST-0097,2499.00,INR,2026-08-23T18:42:00+00:00,COMPLETED
ORD-000247,CUST-0098,1299.00,INR,2026-08-05T21:59:00+00:00,COMPLETED
ORD-000248,CUST-0099,1499.50,INR,2026-08-12T00:16:00+00:00,COMPLETED
ORD-000249,CUST-0100,25000.00,INR,2026-08-19T03:33:00+00:00,COMPLETED
ORD-000250,CUST-0101,3499.00,INR,2026-08-01T06:50:00+00:00,COMPLETED
ORD-000251,CUST-0102,49999.00,INR,2026-08-08T09:07:00+00:00,COMPLETED
ORD-000252,CUST-0103,499.00,INR,2026-08-15T12:24:00+00:00,COMPLETED
ORD-000253,CUST-0104,2999.00,INR,2026-08-22T15:41:00+00:00,COMPLETED
ORD-000254,CUST-0105,2499.00,INR,2026-08-04T18:58:00+00:00,COMPLETED
ORD-000255,CUST-0106,499.00,INR,2026-08-11T21:15:00+00:00,COMPLETED
ORD-000256,CUST-0107,25000.00,INR,2026-08-18T00:32:00+00:00,COMPLETED
ORD-000257,CUST-0108,14999.00,INR,2026-08-25T03:49:00+00:00,COMPLETED
ORD-000258,CUST-0109,49999.00,INR,2026-08-07T06:06:00+00:00,COMPLETED
ORD-000259,CUST-0110,4999.00,INR,2026-08-14T09:23:00+00:00,COMPLETED
ORD-000260,CUST-0111,1499.50,INR,2026-08-21T12:40:00+00:00,COMPLETED
ORD-000261,CUST-0112,49999.00,INR,2026-08-03T15:57:00+00:00,COMPLETED
ORD-000262,CUST-0113,499.00,INR,2026-08-10T18:14:00+00:00,COMPLETED
ORD-000263,CUST-0114,4999.00,INR,2026-08-17T21:31:00+00:00,COMPLETED
ORD-000264,CUST-0115,999.00,INR,2026-08-24T00:48:00+00:00,COMPLETED
ORD-000265,CUST-0116,299.00,INR,2026-08-06T03:05:00+00:00,COMPLETED
ORD-000266,CUST-0117,499.00,INR,2026-08-13T06:22:00+00:00,COMPLETED
ORD-000267,CUST-0118,7500.00,INR,2026-08-20T09:39:00+00:00,COMPLETED
ORD-000268,CUST-0119,499.00,INR,2026-08-02T12:56:00+00:00,COMPLETED
ORD-000269,CUST-0120,1299.00,INR,2026-08-09T15:13:00+00:00,COMPLETED
ORD-000270,CUST-0121,49999.00,INR,2026-08-16T18:30:00+00:00,COMPLETED
ORD-000271,CUST-0122,2499.00,INR,2026-08-23T21:47:00+00:00,COMPLETED
ORD-000272,CUST-0123,299.00,INR,2026-08-05T00:04:00+00:00,COMPLETED
ORD-000273,CUST-0124,2499.00,INR,2026-08-12T03:21:00+00:00,COMPLETED
ORD-000274,CUST-0125,999.00,INR,2026-08-19T06:38:00+00:00,COMPLETED
ORD-000275,CUST-0126,3499.00,INR,2026-08-01T09:55:00+00:00,COMPLETED
ORD-000276,CUST-0127,49999.00,INR,2026-08-08T12:12:00+00:00,COMPLETED
ORD-000277,CUST-0128,25000.00,INR,2026-08-15T15:29:00+00:00,COMPLETED
ORD-000278,CUST-0129,1999.00,INR,2026-08-22T18:46:00+00:00,COMPLETED
ORD-000279,CUST-0130,2999.00,INR,2026-08-04T21:03:00+00:00,COMPLETED
ORD-000280,CUST-0131,2999.00,INR,2026-08-11T00:20:00+00:00,COMPLETED
ORD-000281,CUST-0132,3499.00,INR,2026-08-18T03:37:00+00:00,COMPLETED
ORD-000282,CUST-0133,25000.00,INR,2026-08-25T06:54:00+00:00,COMPLETED
ORD-000283,CUST-0134,4999.00,INR,2026-08-07T09:11:00+00:00,COMPLETED
ORD-000284,CUST-0135,4999.00,INR,2026-08-14T12:28:00+00:00,COMPLETED
ORD-000285,CUST-0136,9999.00,INR,2026-08-21T15:45:00+00:00,COMPLETED
ORD-000286,CUST-0137,499.00,INR,2026-08-03T18:02:00+00:00,COMPLETED
ORD-000287,CUST-0138,9999.00,INR,2026-08-10T21:19:00+00:00,COMPLETED
ORD-000288,CUST-0139,49999.00,INR,2026-08-17T00:36:00+00:00,COMPLETED
ORD-000289,CUST-0140,4999.00,INR,2026-08-24T03:53:00+00:00,COMPLETED
ORD-000290,CUST-0141,999.00,INR,2026-08-06T06:10:00+00:00,COMPLETED
ORD-000291,CUST-0142,1299.00,INR,2026-08-13T09:27:00+00:00,COMPLETED
ORD-000292,CUST-0143,799.00,INR,2026-08-20T12:44:00+00:00,COMPLETED
ORD-000293,CUST-0144,4999.00,INR,2026-08-02T15:01:00+00:00,COMPLETED
ORD-000294,CUST-0145,4999.00,INR,2026-08-09T18:18:00+00:00,COMPLETED
ORD-000295,CUST-0146,49999.00,INR,2026-08-16T21:35:00+00:00,COMPLETED
ORD-000296,CUST-0147,2499.00,INR,2026-08-23T00:52:00+00:00,COMPLETED
ORD-000297,CUST-0148,799.00,INR,2026-08-05T03:09:00+00:00,COMPLETED
ORD-000298,CUST-0149,999.00,INR,2026-08-12T06:26:00+00:00,COMPLETED
ORD-000299,CUST-0150,3499.00,INR,2026-08-19T09:43:00+00:00,COMPLETED
ORD-000300,CUST-0001,4999.00,INR,2026-08-01T12:00:00+00:00,COMPLETED
ORD-000301,CUST-0002,7500.00,INR,2026-08-08T15:17:00+00:00,COMPLETED
ORD-000302,CUST-0003,1299.00,INR,2026-08-15T18:34:00+00:00,COMPLETED
ORD-000303,CUST-0004,14999.00,INR,2026-08-22T21:51:00+00:00,COMPLETED
ORD-000304,CUST-0005,1499.50,INR,2026-08-04T00:08:00+00:00,COMPLETED
ORD-000305,CUST-0006,2499.00,INR,2026-08-11T03:25:00+00:00,COMPLETED
